연번,수송일자,호선,역명,승하차구분,06시이전,06-07시간대,07-08시간대,08-09시간대,09-10시간대,10-11시간대,11-12시간대,12-13시간대,13-14시간대,14-15시간대,15-16시간대,16-17시간대,17-18시간대,18-19시간대,19-20시간대,20-21시간대,21-22시간대,22-23시간대,23-24시간대,24시이후
6434,2022-11-18,2호선,홍대입구,하차,146,671,1532,4344,5075,3413,3431,4077,4681,4493,4600,5810,7617,10220,7961,4034,3317,2791,2303,1213
6435,2022-11-18,4호선,서울역,승차,165,246,512,621,522,431,548,528,609,598,750,1012,2013,2530,937,512,575,436,218,69
6436,2022-11-18,4호선,서울역,하차,33,605,1558,3370,2131,1062,977,1220,1509,1176,1252,1328,1757,2009,1554,883,926,803,371,198
6437,2022-11-18,4호선,사당,승차,403,977,2880,3723,2561,1426,1293,1285,1342,1371,1347,1583,1897,2239,1377,1313,1410,1510,1064,124
6438,2022-11-18,4호선,사당,하차,52,583,869,1527,1017,850,996,1050,925,1073,1180,1725,2884,4816,2777,1261,1178,1174,856,411
6439,2022-11-18,7호선,건대입구,승차,142,178,450,781,643,520,617,716,652,781,925,1162,1422,1436,926,1000,929,908,546,150
6440,2022-11-18,7호선,건대입구,하차,36,249,753,1576,1101,939,690,759,871,789,859,886,1340,1877,1171,582,502,406,298,177
6441,2022-11-19,1호선,서울역,승차,351,325,696,1783,2218,2889,3336,3804,3469,3014,3930,4592,4368,3892,4678,3562,2930,2305,842,18
6442,2022-11-19,1호선,서울역,하차,328,1663,1930,2108,3224,2982,2969,3850,3703,3324,3553,3890,3726,3178,2471,2095,1960,1227,635,51
6443,2022-11-19,2호선,잠실,승차,390,904,1293,2034,2297,2850,3180,3922,4329,4895,5390,6270,6770,6829,6082,6530,6446,4417,1318,3
6444,2022-11-19,2호선,잠실,하차,154,992,1310,2121,3938,4119,5279,5163,5991,5945,5964,7089,6533,5379,3574,3137,2909,2834,1534,232
6445,2022-11-19,2호선,삼성,승차,170,198,230,303,440,713,1454,1698,2180,2682,3008,3613,3619,3667,2987,3479,2724,1623,322,0
6446,2022-11-19,2호선,삼성,하차,97,862,1042,2050,3007,2588,3180,2975,3093,2939,2514,3200,2554,1783,816,580,557,384,238,307
6447,2022-11-19,2호선,강남,승차,487,603,543,847,1179,1843,2691,3296,3927,4547,5268,6175,5721,4403,3354,3396,4436,4814,2687,5
6448,2022-11-19,2호선,강남,하차,266,970,1036,2865,5650,4256,3880,4489,5257,4456,3989,4446,5108,4617,3021,2261,1946,1469,1071,159
6449,2022-11-19,2호선,사당,승차,375,601,839,1170,1752,1743,1929,2181,2399,2555,2713,2653,2547,2433,2359,2399,2716,2426,1431,1
6450,2022-11-19,2호선,사당,하차,135,1553,1014,1278,1739,1861,2266,2667,2534,2350,2795,3932,4212,3818,2530,2145,2261,2061,1541,234
6451,2022-11-19,2호선,신림,승차,1148,1643,2097,3765,3972,3458,3453,3772,3595,3347,3088,3237,3079,2652,1959,1825,1700,1619,818,4
6452,2022-11-19,2호선,신림,하차,176,579,654,957,1413,1568,1763,2268,2548,2765,3074,3682,4411,4609,3948,3587,3811,3521,2919,31
6453,2022-11-19,2호선,홍대입구,승차,1434,1089,957,1178,1587,1856,2382,2834,3429,4004,4858,6246,6552,6420,5823,6441,7753,8397,4646,32
6454,2022-11-19,2호선,홍대입구,하차,121,506,591,1271,2864,3735,5433,7433,8088,7939,8478,8243,9261,7808,5685,4174,3322,2775,2443,559
6455,2022-11-19,4호선,서울역,승차,138,128,205,317,444,462,534,505,575,542,658,773,838,710,1043,716,407,358,150,1
6456,2022-11-19,4호선,서울역,하차,35,571,570,707,1112,1041,1238,1581,1560,1370,1591,1909,2001,1591,1353,1065,1194,681,425,106
6457,2022-11-19,4호선,사당,승차,300,530,716,1160,1575,1649,1712,1996,1994,1821,1911,1739,1768,1382,1225,1492,1476,1322,589,6
6458,2022-11-19,4호선,사당,하차,62,795,481,601,852,1032,1322,1488,1389,1288,1621,2169,2438,2243,1323,1204,1255,1069,808,157
6459,2022-11-19,7호선,건대입구,승차,132,132,241,365,398,456,1172,929,959,896,1686,2425,1383,1008,2198,1247,941,829,469,0
6460,2022-11-19,7호선,건대입구,하차,27,192,388,824,804,983,1225,2530,1631,1195,1502,2246,1184,1100,835,486,420,400,223,129
6461,2022-11-20,1호선,서울역,승차,215,215,462,1099,1490,2203,2670,3086,2851,2375,2811,3095,3163,2804,2773,2616,2657,1917,766,16
6462,2022-11-20,1호선,서울역,하차,161,784,1077,1433,1972,2026,2400,2982,3006,2890,2803,2925,3233,2802,2380,2032,1774,962,393,36
6463,2022-11-20,2호선,잠실,승차,229,559,890,1166,1703,2250,2670,3222,3381,3762,4091,4576,4882,5138,4942,5761,5016,2643,726,0
6464,2022-11-20,2호선,잠실,하차,88,635,805,1741,3204,3468,3863,4041,4433,4428,4616,5040,4788,3801,2724,2401,2118,1663,909,2
6465,2022-11-20,2호선,삼성,승차,106,148,263,260,394,675,784,1353,1860,1943,2216,2958,2919,2897,2308,2584,1823,1050,188,1
6466,2022-11-20,2호선,삼성,하차,42,487,664,1603,2097,2277,2575,2447,2610,2455,1901,2005,1551,962,703,437,426,248,132,153
6467,2022-11-20,2호선,강남,승차,389,544,506,633,929,1099,1485,2070,2395,2520,2684,3239,3320,2943,2489,2873,3179,3030,1312,1
6468,2022-11-20,2호선,강남,하차,130,518,582,1213,2214,2222,2181,2945,3481,2551,2686,3098,3477,2870,1917,1494,1283,889,556,1
6469,2022-11-20,2호선,사당,승차,227,342,454,811,1192,1280,1337,1509,1811,1791,1931,1882,1989,1796,1789,1807,1845,1343,574,1
6470,2022-11-20,2호선,사당,하차,68,1097,665,726,1315,1341,1661,1750,1956,1818,1814,2287,2596,2377,1872,1722,1786,1362,849,89
6471,2022-11-20,2호선,신림,승차,650,1115,1388,2204,2911,2815,2860,3057,2902,2819,2644,2476,2179,1951,1605,1483,1271,1074,538,1
6472,2022-11-20,2호선,신림,하차,129,459,500,615,1097,1334,1610,1745,1898,2277,2365,2717,3465,3667,3073,2883,3126,2471,1642,223
6473,2022-11-20,2호선,홍대입구,승차,1804,1221,871,1022,1337,1545,1881,2329,2725,3038,3795,4880,5376,5317,5025,5429,6139,5501,2459,13
6474,2022-11-20,2호선,홍대입구,하차,84,284,319,709,1728,2880,4366,5606,6488,6132,6063,5821,5724,4810,3059,2310,2015,1662,1135,319
6475,2022-11-20,4호선,서울역,승차,91,112,148,290,395,405,476,512,452,413,482,464,479,424,333,240,203,173,63,0
6476,2022-11-20,4호선,서울역,하차,23,257,364,567,737,785,1216,1419,1449,1244,1494,1264,1552,1361,1266,925,893,526,252,71
6477,2022-11-20,4호선,사당,승차,184,363,451,688,1211,1281,1382,1488,1435,1359,1401,1169,1183,1097,1059,1135,1072,744,260,6
6478,2022-11-20,4호선,사당,하차,32,661,380,372,642,733,928,1098,1154,1115,1221,1433,1609,1603,1116,1022,920,719,468,92
6479,2022-11-20,7호선,건대입구,승차,109,116,149,184,300,333,378,465,551,640,700,723,886,758,671,796,586,563,230,0
6480,2022-11-20,7호선,건대입구,하차,19,123,165,231,450,599,735,704,834,884,783,778,913,724,506,443,410,278,189,86
6481,2022-11-21,1호선,서울역,승차,364,538,2219,3193,2148,1671,2715,2972,2527,2143,2788,3433,6036,8591,3846,2564,2589,1473,661,75
6482,2022-11-21,1호선,서울역,하차,387,2055,4619,9060,6943,2759,2272,2287,2241,2033,2306,2353,2930,3214,1935,1201,1119,770,354,82
6483,2022-11-21,2호선,잠실,승차,485,1802,5175,7374,4848,2908,2627,2759,2958,3071,3495,3871,5829,8154,5035,5091,4198,2336,875,159
6484,2022-11-21,2호선,잠실,하차,178,1204,3200,7175,5884,3713,3446,3250,3165,3071,3730,4104,5943,9235,5994,3202,2991,2479,1195,351
6485,2022-11-21,2호선,삼성,승차,163,256,606,826,892,932,1182,1391,1848,2161,2887,3596,8057,13166,6591,4321,3465,2427,603,96
6486,2022-11-21,2호선,삼성,하차,234,1730,5975,15591,9628,3966,2257,2028,2092,1992,1683,1683,2058,2526,1224,572,471,385,188,103
6487,2022-11-21,2호선,강남,승차,223,576,1394,2793,2060,1861,2426,2741,3183,3536,4649,5136,9636,13353,8524,5938,6546,4995,2055,429
6488,2022-11-21,2호선,강남,하차,443,2155,6016,13672,12735,5670,3320,3126,3674,3119,3054,3087,4523,6229,3413,1661,1366,1110,498,203
6489,2022-11-21,2호선,사당,승차,496,1005,3258,4513,3254,1680,1392,1682,1736,1790,1855,1959,2649,3730,2111,1918,1862,1836,873,146
6490,2022-11-21,2호선,사당,하차,161,1161,2042,3105,1951,1488,1823,1709,1612,1656,2019,2527,4078,6239,4458,2372,2148,1896,1013,325
6491,2022-11-21,2호선,신림,승차,1498,2900,8214,11950,6723,2919,2374,2348,2298,1986,1945,2265,2414,2533,1673,1314,1205,1009,520,168
6492,2022-11-21,2호선,신림,하차,146,635,1070,1912,1634,1266,1314,1413,1621,2063,2762,3212,4732,9318,8407,4328,4230,3634,1974,682
6493,2022-11-21,2호선,홍대입구,승차,698,1056,2626,3552,2128,1667,1885,2135,2383,2412,2973,4144,4842,6269,4366,3781,4848,4677,2192,428
6494,2022-11-21,2호선,홍대입구,하차,145,655,1619,4653,5441,3299,2873,3216,3544,3486,3444,3822,5569,7380,5097,2538,2083,1650,963,446
6495,2022-11-21,4호선,서울역,승차,181,245,546,584,505,356,483,459,423,479,513,771,2017,2655,950,587,509,366,143,19
6496,2022-11-21,4호선,서울역,하차,40,615,1653,3644,2083,958,879,904,866,773,1028,1089,1165,1228,919,608,516,425,184,82
6497,2022-11-21,4호선,사당,승차,404,1159,3054,3659,3017,1420,1159,1194,1140,1071,1077,1198,1520,1883,1056,939,1061,779,365,72
6498,2022-11-21,4호선,사당,하차,54,585,1022,1582,1177,812,979,988,769,931,1049,1304,2196,3427,2329,1154,1096,887,541,193
6499,2022-11-21,7호선,건대입구,승차,136,203,507,824,638,500,531,690,603,803,923,1106,1490,1343,855,854,758,631,316,83
6500,2022-11-21,7호선,건대입구,하차,44,303,838,1778,1113,987,643,769,867,736,668,645,1008,1534,896,455,370,315,145,102
6501,2022-11-22,1호선,서울역,승차,367,518,1741,2997,2258,2150,2807,2549,2354,2030,2864,3483,6296,8778,4083,2432,2482,1470,637,99
6502,2022-11-22,1호선,서울역,하차,297,1584,4666,9815,6515,2673,2296,2121,2321,1976,2274,2341,2823,3017,1699,1047,1040,783,347,119
6503,2022-11-22,2호선,잠실,승차,482,1819,5441,7329,5217,3016,2585,2695,2867,3120,4022,4584,6093,8592,4831,5018,4392,2552,836,167
6504,2022-11-22,2호선,잠실,하차,169,1213,3108,7974,6948,4184,3230,2931,3194,3126,3494,4325,6265,9352,5505,3507,3280,2918,1347,321
6505,2022-11-22,2호선,삼성,승차,174,278,563,900,883,912,1296,1537,2061,2349,2983,3983,8957,13380,6775,4339,3898,2302,652,138
6506,2022-11-22,2호선,삼성,하차,239,1660,5969,15930,11048,3876,2503,2220,2240,2002,1802,1747,2031,2426,1283,559,522,458,195,172
6507,2022-11-22,2호선,강남,승차,293,568,1645,2802,2147,1860,2256,2765,3370,3678,4587,5428,9549,13316,8425,6209,7017,5737,2544,578
6508,2022-11-22,2호선,강남,하차,501,2135,6510,13681,12841,5740,3609,3144,3786,3100,3014,3359,4877,6728,3856,1664,1443,1262,561,233
6509,2022-11-22,2호선,사당,승차,455,1093,3470,4616,3224,1820,1433,1645,1680,1852,1923,2148,2850,3746,2336,2004,2405,2171,1074,230
6510,2022-11-22,2호선,사당,하차,151,1056,2002,3265,2052,1459,1761,1743,1524,1646,2055,2750,4512,6556,4592,2535,2337,2180,1143,443
6511,2022-11-22,2호선,신림,승차,1452,2904,8419,12708,6791,3257,2333,2466,2206,1997,1905,2256,2504,2602,1586,1369,1460,1276,553,150
6512,2022-11-22,2호선,신림,하차,168,673,1115,1898,1665,1405,1302,1474,1782,1957,2570,3490,4697,9322,8560,4767,4181,4051,2128,773
6513,2022-11-22,2호선,홍대입구,승차,553,908,2720,3580,2089,1677,1780,2136,2357,2510,2977,4044,5050,6257,4428,4032,5642,5170,2315,438
6514,2022-11-22,2호선,홍대입구,하차,137,661,1623,4766,5749,3471,3046,3199,3455,3168,3426,3987,5232,8351,5140,2709,2186,1859,1093,492
6515,2022-11-22,4호선,서울역,승차,188,221,556,660,565,457,578,469,390,508,543,755,2053,2745,978,601,568,347,167,25
6516,2022-11-22,4호선,서울역,하차,28,459,1612,3779,2182,990,784,840,831,760,935,997,1099,1229,840,551,534,498,203,87
6517,2022-11-22,4호선,사당,승차,396,1052,3267,3961,2910,1583,1088,1109,1084,1123,1059,1203,1678,1953,1191,916,1189,1077,458,69
6518,2022-11-22,4호선,사당,하차,43,563,1052,1586,1193,870,995,1096,777,859,969,1474,2361,3692,2356,1233,1126,1065,559,194
6519,2022-11-22,7호선,건대입구,승차,152,200,531,814,730,548,607,625,680,849,912,1154,1468,1324,853,905,889,729,321,64
6520,2022-11-22,7호선,건대입구,하차,41,268,861,1704,1230,1052,804,777,775,653,697,694,994,1699,948,513,404,412,186,95
6521,2022-11-23,1호선,서울역,승차,328,494,1753,2877,2012,1936,2265,2414,2525,2234,2816,3599,6213,8986,4045,2572,2727,1710,779,103
6522,2022-11-23,1호선,서울역,하차,283,1568,4505,10062,6127,2818,2132,2195,2253,1961,2302,2530,2932,3150,1843,1255,1130,846,412,108
6523,2022-11-23,2호선,잠실,승차,449,1878,5414,7353,5040,3018,2637,2795,3050,3285,3564,4493,6564,8745,5297,5492,5069,3215,982,187
6524,2022-11-23,2호선,잠실,하차,179,1120,3301,7854,6891,3629,3489,3076,3360,3257,3866,4461,6282,9950,6058,3573,3366,2993,1508,436
6525,2022-11-23,2호선,삼성,승차,190,263,562,859,838,966,1302,1690,2173,2820,3923,4994,9848,14466,6707,4572,4000,2508,819,139
6526,2022-11-23,2호선,삼성,하차,241,1706,5888,15953,11379,5206,3376,2694,3037,2449,2103,1934,2315,2703,1337,598,511,489,257,136
6527,2022-11-23,2호선,강남,승차,237,609,1656,2785,2072,1891,2202,2776,3346,3572,4738,5365,9828,13191,8207,6054,7083,6249,2645,703
6528,2022-11-23,2호선,강남,하차,478,2064,6242,13150,12620,5573,3636,2975,3769,3144,3183,3390,4965,6858,4121,1896,1594,1384,701,281
6529,2022-11-23,2호선,사당,승차,479,1031,3359,4629,3210,1740,1421,1627,1607,1730,1855,2178,2887,3878,2303,2215,2484,2422,1128,303
6530,2022-11-23,2호선,사당,하차,165,1069,1986,3206,1932,1516,1642,1735,1566,1633,2089,2707,4742,7174,4598,2354,2409,2355,1334,498
6531,2022-11-23,2호선,신림,승차,1460,2865,8346,12631,6957,3173,2303,2484,2377,2051,2147,2422,2668,2986,1713,1433,1455,1180,677,192
6532,2022-11-23,2호선,신림,하차,142,630,1091,1893,1575,1390,1464,1619,1815,2166,2645,3541,4883,9228,8649,4561,4289,4072,2532,915
6533,2022-11-23,2호선,홍대입구,승차,584,929,2691,3365,2329,1715,1888,2113,2450,2493,3100,4189,5057,6341,4481,4193,5376,5546,2736,549
6534,2022-11-23,2호선,홍대입구,하차,130,659,1541,4878,5580,3343,3060,3314,3883,3163,3629,4169,5785,8475,5590,2739,2167,1967,1223,524
6535,2022-11-23,4호선,서울역,승차,188,231,549,605,540,359,441,538,473,482,599,863,2093,2685,1018,659,575,421,179,38
6536,2022-11-23,4호선,서울역,하차,40,496,1696,3772,2144,1002,790,805,898,832,1055,1177,1235,1337,951,644,567,528,258,97
6537,2022-11-23,4호선,사당,승차,404,1097,3229,3850,2881,1568,1193,1201,1161,1174,1144,1311,1612,2018,1146,1150,1268,1130,504,75
6538,2022-11-23,4호선,사당,하차,63,549,1042,1569,1087,856,927,1018,832,880,1024,1409,2552,3944,2442,1345,1119,1120,712,229
6539,2022-11-23,7호선,건대입구,승차,150,200,489,849,670,471,599,638,656,815,965,1130,1508,1313,870,1008,786,712,386,72
6540,2022-11-23,7호선,건대입구,하차,43,272,738,1862,1296,1063,760,713,866,710,712,679,1085,1555,976,431,396,390,159,97
6541,2022-11-24,1호선,서울역,승차,339,509,1757,2674,2177,1914,2255,2551,2468,2387,3203,3800,6697,9137,4631,3279,3018,1482,621,147
6542,2022-11-24,1호선,서울역,하차,281,1728,4465,9596,6381,2963,2275,2306,2366,1948,2385,2547,3254,3633,2154,1495,1285,689,342,183
6543,2022-11-24,2호선,잠실,승차,463,1943,5202,7348,5102,3136,2823,2803,3129,3331,3985,4506,6496,9226,5689,5744,5055,2199,681,576
6544,2022-11-24,2호선,잠실,하차,175,1125,3184,7989,6762,4105,3601,3218,3138,3347,4158,4651,6484,9457,6368,3840,3385,2513,972,806
6545,2022-11-24,2호선,삼성,승차,181,284,546,899,836,994,1390,1722,2502,3025,4177,5448,10731,15045,7005,5070,3938,1961,469,352
6546,2022-11-24,2호선,삼성,하차,238,1770,5808,16086,12132,5404,3606,2854,3017,2727,2269,2058,2352,2606,1336,633,585,375,210,309
6547,2022-11-24,2호선,강남,승차,294,608,1663,2842,2205,1842,2310,2792,3442,3762,4931,5510,9807,13443,8755,6858,7348,4542,1843,1872
6548,2022-11-24,2호선,강남,하차,483,2019,6275,13533,12216,5530,3624,3093,3782,3053,3284,3530,4971,7629,4214,2112,1749,1123,513,607
6549,2022-11-24,2호선,사당,승차,481,1074,3272,4675,3296,1782,1470,1749,1683,1988,2055,2166,2725,3833,2598,2681,2528,1715,806,734
6550,2022-11-24,2호선,사당,하차,171,1124,2026,3088,1959,1572,1665,1795,1602,1668,2111,2849,4682,6901,5021,2772,2560,1937,801,836
6551,2022-11-24,2호선,신림,승차,1478,2740,8344,12222,7268,3298,2352,2395,2275,2051,2121,2488,2625,3052,1875,1674,1617,883,474,642
6552,2022-11-24,2호선,신림,하차,150,657,1142,1887,1647,1276,1469,1558,1724,2258,2628,3564,4743,9298,8770,5281,4849,3659,1672,1522
6553,2022-11-24,2호선,홍대입구,승차,609,919,2587,3589,2215,1736,1820,2208,2438,2542,3054,4139,5307,6587,4804,4732,5694,4140,1858,1681
6554,2022-11-24,2호선,홍대입구,하차,126,646,1616,4568,5593,3333,3155,3157,3693,3325,3858,4110,5877,8269,5660,3394,2844,1868,1000,1162
6555,2022-11-24,4호선,서울역,승차,197,228,553,587,496,402,517,506,498,491,651,857,2047,2774,1019,758,579,319,145,79
6556,2022-11-24,4호선,서울역,하차,28,521,1711,3707,2449,1018,867,1010,939,849,962,1190,1428,1615,1073,711,592,492,212,189
6557,2022-11-24,4호선,사당,승차,404,1092,3174,3834,2982,1516,1202,1183,1072,1271,1096,1311,1661,2019,1291,1270,1413,799,344,250
6558,2022-11-24,4호선,사당,하차,67,575,1028,1530,1055,867,890,1116,798,886,1001,1505,2403,3827,2768,1399,1241,931,472,470
6559,2022-11-24,7호선,건대입구,승차,140,168,499,796,670,460,607,584,616,854,938,1146,1575,1395,903,1092,905,496,237,237
6560,2022-11-24,7호선,건대입구,하차,42,292,832,1725,1221,1005,717,709,769,792,723,687,1093,1711,1023,543,460,338,126,221
6561,2022-11-25,1호선,서울역,승차,333,414,1621,2653,2289,2219,2452,3337,3232,2599,3997,5108,7372,9084,4153,3270,3396,2739,1218,173
6562,2022-11-25,1호선,서울역,하차,280,1611,4059,8908,6058,3095,2609,3170,3321,2627,2828,3110,4022,4740,3112,1929,1762,1460,611,189
6563,2022-11-25,2호선,잠실,승차,466,1751,4980,7081,4529,2933,2897,3096,3402,3460,4262,5620,7069,9180,5829,5533,5899,4445,1280,312
6564,2022-11-25,2호선,잠실,하차,175,1033,2827,6975,6169,4011,4015,3673,3608,4062,4612,5814,7838,10442,6353,3360,3227,3531,2119,629
6565,2022-11-25,2호선,삼성,승차,183,252,520,782,804,943,1492,2055,2667,3671,5103,6692,10900,13596,5913,4280,4028,2609,908,147
6566,2022-11-25,2호선,삼성,하차,224,1576,5184,14300,10673,5659,4114,3507,3720,3257,2908,2425,3138,3278,1634,639,602,513,272,187
6567,2022-11-25,2호선,강남,승차,320,630,1609,2600,1959,1920,2500,3150,3723,4179,5219,6370,10235,12864,8005,5903,6889,7342,4599,1184
6568,2022-11-25,2호선,강남,하차,463,1957,5630,12675,11520,5695,3694,3531,3802,3870,3633,4357,6343,9364,5474,2379,1777,1896,1115,477
6569,2022-11-25,2호선,사당,승차,502,1001,3165,4298,2937,1679,1519,1861,1746,2041,1967,2303,3065,4083,2516,2512,2933,3450,2330,500
6570,2022-11-25,2호선,사당,하차,159,1034,1795,2847,2022,1570,1723,1911,1742,1822,2476,3282,5664,8588,5206,2841,2449,2467,1762,758
6571,2022-11-25,2호선,신림,승차,1444,2708,7714,12036,6758,3359,2541,2597,2446,2285,2267,2620,3082,3363,2102,1730,1662,1503,1124,271
6572,2022-11-25,2호선,신림,하차,167,675,1139,1918,1669,1334,1410,1771,1773,2013,3103,3634,5365,9341,7698,4911,4332,4303,3025,1381
6573,2022-11-25,2호선,홍대입구,승차,830,1066,2456,3339,2208,1823,1964,2357,2526,2927,3439,4633,5695,6847,4928,4843,6059,7339,3929,872
6574,2022-11-25,2호선,홍대입구,하차,142,635,1534,4525,5026,3186,3249,3960,4359,4198,4426,5364,7217,10448,7890,3958,3275,2913,1970,904
6575,2022-11-25,4호선,서울역,승차,181,242,511,642,480,412,526,643,590,636,765,1000,2109,2649,951,579,496,444,227,36
6576,2022-11-25,4호선,서울역,하차,52,547,1482,3484,2179,1141,967,1255,1359,1201,1257,1311,1773,2146,1582,858,901,861,373,136
6577,2022-11-25,4호선,사당,승차,411,973,3072,3598,2682,1598,1273,1389,1341,1418,1240,1518,1800,2297,1420,1354,1680,1749,1066,171
6578,2022-11-25,4호선,사당,하차,61,477,928,1365,1100,850,1028,1132,959,1040,1279,1891,3244,4829,2997,1334,1249,1237,936,362
6579,2022-11-25,7호선,건대입구,승차,171,209,483,793,593,524,602,611,675,751,960,1070,1435,1378,875,1026,922,876,543,121
6580,2022-11-25,7호선,건대입구,하차,38,248,767,1608,1068,876,709,709,816,742,812,902,1276,1925,1143,604,484,477,255,152
6581,2022-11-26,1호선,서울역,승차,273,271,614,1885,2283,2652,3270,3708,3715,2933,4118,4431,4350,3589,3255,2592,2643,2133,730,23
6582,2022-11-26,1호선,서울역,하차,270,1640,1701,2051,3102,2674,3070,3574,3731,3300,3770,3283,3705,3341,2613,2017,1815,1635,691,111
6583,2022-11-26,2호선,잠실,승차,390,832,1116,2184,2478,2800,3566,4117,4427,5083,5675,6604,7023,7432,6419,7061,7285,4613,1243,4
6584,2022-11-26,2호선,잠실,하차,163,967,1236,2268,4526,4350,5052,5288,6626,6095,6847,7291,7406,5735,3815,3093,2957,2620,1596,333
6585,2022-11-26,2호선,삼성,승차,159,193,289,325,480,717,1140,2059,2976,4176,5809,7326,5615,4322,3394,3738,3224,1795,399,0
6586,2022-11-26,2호선,삼성,하차,81,838,959,2423,4736,5847,4951,4891,4746,3844,3054,3232,2884,1837,1008,524,490,391,234,221
6587,2022-11-26,2호선,강남,승차,475,604,555,838,1273,1989,2870,3536,4129,4386,5369,6213,6168,4588,3405,3675,4587,5009,2634,16
6588,2022-11-26,2호선,강남,하차,261,966,1016,2757,5713,3999,4134,4901,4808,4773,4729,4917,5400,4635,3063,2280,1938,1589,1155,72
6589,2022-11-26,2호선,사당,승차,402,572,823,1269,1716,1772,1964,2456,2916,2876,2815,2732,2725,2414,2315,2626,3027,2592,1442,2
6590,2022-11-26,2호선,사당,하차,144,1441,928,1111,1645,1917,2398,2797,2504,2485,2880,4281,4803,3566,2823,2064,2135,2316,1385,244
6591,2022-11-26,2호선,신림,승차,1130,1534,2216,3627,4009,3477,3462,3652,3608,3288,3231,3456,3271,2648,1920,1713,1775,1640,907,9
6592,2022-11-26,2호선,신림,하차,148,555,661,927,1421,1525,1923,2186,2653,2841,3138,3876,4637,4494,3684,3546,3914,3612,2671,194
6593,2022-11-26,2호선,홍대입구,승차,1246,1069,923,1282,1636,1959,2359,2906,3483,4236,5153,6390,7161,6333,5903,6419,7788,8030,4200,84
6594,2022-11-26,2호선,홍대입구,하차,117,492,536,1214,2760,3895,5395,7424,7814,7839,7757,8504,8601,7960,5599,3739,3391,2965,2170,454
6595,2022-11-26,4호선,서울역,승차,145,154,184,267,412,471,519,529,509,559,616,752,779,722,483,439,357,271,113,0
6596,2022-11-26,4호선,서울역,하차,38,542,548,736,1145,976,1161,1633,1638,1441,1547,1664,1894,1685,1302,1152,974,776,393,120
6597,2022-11-26,4호선,사당,승차,254,531,656,1204,1700,1661,1892,1534,1356,1861,1973,1840,1764,1335,1291,1438,1441,1322,642,10
6598,2022-11-26,4호선,사당,하차,64,717,435,525,756,1011,1439,1722,1459,1418,1591,2174,2780,2275,1555,1182,1106,1134,705,179
6599,2022-11-26,7호선,건대입구,승차,142,157,247,304,376,420,640,741,801,818,1130,1062,1268,1031,836,919,836,732,430,4
6600,2022-11-26,7호선,건대입구,하차,22,157,250,548,686,723,1011,1017,1096,1122,1210,1158,1205,894,669,476,431,389,297,155
6601,2022-11-27,1호선,서울역,승차,172,197,332,1065,1435,1987,2533,2899,2836,2130,2897,3045,3157,2937,2621,2209,2343,1738,619,16
6602,2022-11-27,1호선,서울역,하차,145,690,925,1367,1780,2089,2040,2872,3163,2547,3005,2844,3369,2413,2681,2042,1543,922,329,59
6603,2022-11-27,2호선,잠실,승차,243,491,742,1168,1639,1771,2370,2996,3325,3804,4289,5003,5303,5448,4921,5840,5406,2848,758,0
6604,2022-11-27,2호선,잠실,하차,83,628,703,1804,3386,3132,3908,4151,4634,4608,4746,4532,4697,3749,2852,2455,2052,1501,974,1
6605,2022-11-27,2호선,삼성,승차,98,156,234,215,311,442,775,1062,1701,2105,2352,2902,2966,2585,2095,2511,1777,931,171,0
6606,2022-11-27,2호선,삼성,하차,50,505,630,1338,1824,2024,2808,2205,2505,2330,1968,1912,1499,954,633,461,363,241,124,140
6607,2022-11-27,2호선,강남,승차,425,544,439,594,802,975,1260,1774,1989,2247,2588,3013,3350,2855,2558,2825,3393,2839,1259,2
6608,2022-11-27,2호선,강남,하차,99,476,560,1106,2011,1809,2124,2815,3164,2670,2744,3175,3004,2628,1903,1567,1287,822,537,3
6609,2022-11-27,2호선,사당,승차,231,304,467,740,1121,1179,1302,1561,1684,1901,2113,2047,1968,1834,1813,1787,1811,1135,546,4
6610,2022-11-27,2호선,사당,하차,60,841,505,638,1318,1378,1683,1926,1828,1679,2056,2273,2499,2196,1778,1722,1603,1316,781,58
6611,2022-11-27,2호선,신림,승차,642,964,1237,2037,2877,2698,2653,2864,2860,2662,2505,2626,2406,2132,1650,1499,1380,1162,594,3
6612,2022-11-27,2호선,신림,하차,111,446,484,620,1029,1301,1460,1730,1914,2237,2383,2817,3468,3571,2927,2797,3185,2339,1676,77
6613,2022-11-27,2호선,홍대입구,승차,1628,1206,766,961,1281,1534,1837,2224,2508,3106,3760,4595,5353,5128,4917,5357,6238,4993,2193,10
6614,2022-11-27,2호선,홍대입구,하차,95,267,340,669,1896,2746,4058,5499,6322,6012,5661,5510,5800,4638,2967,2318,1987,1361,1074,225
6615,2022-11-27,4호선,서울역,승차,81,104,128,228,372,361,397,465,415,407,369,464,492,339,293,271,252,205,66,1
6616,2022-11-27,4호선,서울역,하차,21,258,324,459,719,759,906,1190,1164,1205,1227,1205,1415,1181,1217,1079,881,522,211,76
6617,2022-11-27,4호선,사당,승차,170,273,441,734,1101,1216,1225,1470,1383,1417,1445,1463,1173,1080,1098,1123,1116,614,222,4
6618,2022-11-27,4호선,사당,하차,23,420,309,401,636,731,946,1236,1170,1076,1324,1504,1713,1550,1140,1076,802,733,457,89
6619,2022-11-27,7호선,건대입구,승차,76,104,146,158,279,276,285,643,511,578,642,833,727,683,571,722,552,430,276,3
